accusedmasterid,accusedname,case_count,gang_member,account_count,total_transaction_volume,call_count,violent_ratio,risk_score,anomaly
4863,Nitara Sethi,1,0,0,0.0,1,1.0,21.477503289656326,1
4864,Hamsini Dada,1,0,0,0.0,1,1.0,21.477503289656326,1
4865,Rachana Sankar,1,0,0,0.0,1,1.0,21.477503289656326,1
4866,Jasmit Taneja,1,0,0,0.0,2,1.0,32.74227984684854,1
4867,David Sangha,1,0,2,1170068.93,1,1.0,61.58014010406961,-1
4868,Veda Sharaf,1,0,0,0.0,5,0.0,63.81800661751681,-1
4869,Madhavi Mani,1,0,3,14615003.64,2,0.0,69.14475937626233,-1
4870,Warhi Swamy,1,0,0,0.0,1,0.0,0.0,1
4871,Anamika Saini,1,0,1,1595638.97,0,0.0,42.39137850136513,1
4872,Devika Rajagopalan,1,0,0,0.0,2,1.0,32.74227984684854,1
4873,Devika Lalla,1,0,2,2537236.8,1,1.0,60.63421333935245,-1
4874,Ishani Dugar,1,0,0,0.0,2,1.0,32.74227984684854,1
4875,Urishilla Nadkarni,1,0,0,0.0,1,1.0,21.477503289656326,1
4876,Wishi Sarin,1,0,0,0.0,2,1.0,32.74227984684854,1
4877,Ryan Shankar,1,0,0,0.0,3,0.0,20.407339944972712,1
4878,Azad Iyengar,1,0,0,0.0,1,0.0,0.0,1
4879,Nidra Luthra,1,0,0,0.0,2,0.0,7.000792908036693,1
4880,Varenya Pandey,1,0,0,0.0,2,0.0,7.000792908036693,1
4881,Aryan Pau,1,0,0,0.0,0,1.0,29.05812705774378,1
4882,Anthony Lanka,1,0,0,0.0,1,1.0,21.477503289656326,1
4883,Manan Parmer,1,0,0,0.0,2,1.0,32.74227984684854,1
4884,Aashi Deshmukh,1,0,0,0.0,2,1.0,32.74227984684854,1
4885,Ishita Barman,1,0,0,0.0,1,0.0,0.0,1
4886,Neel Solanki,1,0,0,0.0,2,0.0,7.000792908036693,1
4887,Ria Dash,1,0,0,0.0,1,0.0,0.0,1
4888,Abhiram Parikh,1,0,1,3964488.32,1,0.0,44.68246347828171,1
4889,Chaaya Upadhyay,1,0,0,0.0,1,0.0,0.0,1
4890,Jasmit Dave,1,0,0,0.0,1,0.0,0.0,1
4891,Zinal Aggarwal,1,0,0,0.0,0,0.0,5.259405546252918,1
4892,Mekhala Ramakrishnan,1,0,0,0.0,1,0.0,0.0,1
4893,Vinaya Gara,1,0,0,0.0,1,0.0,0.0,1
4894,Wriddhish Wali,1,0,0,0.0,1,0.0,0.0,1
4895,Chakradhar Kaul,1,0,0,0.0,0,0.0,5.259405546252918,1
4896,Nirja Kapoor,1,0,0,0.0,1,0.0,0.0,1
4897,Shivansh Som,1,0,3,3672830.16,0,0.0,48.56059826540943,1
4898,Turvi Chadha,1,0,2,3924615.64,0,1.0,67.11939569294618,-1
4899,Hritik Nagy,1,0,0,0.0,2,1.0,32.74227984684854,1
4900,Radha Sundaram,1,0,0,0.0,1,1.0,21.477503289656326,1
4901,Zilmil Deol,1,0,2,2454875.4,0,1.0,64.85763424604556,-1
4902,Faraj Warrior,1,0,2,642768.07,0,1.0,64.94298141333344,-1
4903,Chasmum Thakkar,1,0,3,19632623.76,2,0.0,77.4159169753764,-1
4904,Vyanjana Mittal,1,0,0,0.0,2,1.0,32.74227984684854,1
4905,Omisha Sunder,1,0,2,1204213.09,1,1.0,61.58014010406961,-1
4906,Sachi Kunda,1,0,0,0.0,0,1.0,29.05812705774378,1
4907,Aarush Chopra,1,0,0,0.0,1,0.0,0.0,1
4908,Priya Grover,1,0,1,2498839.58,0,0.0,47.25052005227483,1
4909,Rohan Bhagat,1,0,2,4084634.09,1,0.0,37.323915600549014,1
4910,Rishi Ramanathan,1,0,0,0.0,2,0.0,7.000792908036693,1
4911,Sudiksha Kalla,1,0,0,0.0,1,0.0,0.0,1
4912,Ranveer Dewan,1,0,0,0.0,0,0.0,5.259405546252918,1
4913,Unnati Rana,1,0,0,0.0,0,0.0,5.259405546252918,1
4914,Zarna Pathak,1,0,2,861521.05,1,0.0,40.45446793049107,1
4915,Raghav Bora,1,0,0,0.0,2,0.0,7.000792908036693,1
4916,Omisha Tella,1,0,1,0.0,1,0.0,30.263092311856703,1
4917,Arya D’Alia,1,0,0,0.0,2,0.0,7.000792908036693,1
4918,Ronith Jhaveri,1,0,0,0.0,0,0.0,5.259405546252918,1
4919,Chasmum Pillay,1,0,3,2679667.34,1,0.0,44.927855716391036,1
4920,Anvi Shah,1,0,0,0.0,2,0.0,7.000792908036693,1
4921,Gautami Murty,1,0,1,0.0,0,0.0,37.374531993477014,1
4922,Madhavi Bumb,1,0,0,0.0,0,0.0,5.259405546252918,1
4923,Fitan Ramesh,1,0,0,0.0,1,0.0,0.0,1
4924,Bhavika Rattan,1,0,0,0.0,3,1.0,52.82180552593389,1
4925,Advaith Mohan,1,0,0,0.0,1,1.0,21.477503289656326,1
4926,Rishi Lal,1,0,0,0.0,1,1.0,21.477503289656326,1
4927,David Ben,1,0,0,0.0,2,0.0,7.000792908036693,1
4928,Avi Shan,1,0,2,6333641.22,0,0.0,49.47966899945604,1
4929,Ijaya Gopal,1,0,0,0.0,3,0.0,20.407339944972712,1
4930,Xavier Basak,1,0,3,4769532.93,0,1.0,72.12910450955596,-1
4931,Zarna Pillai,1,0,1,0.0,0,0.0,37.374531993477014,1
4932,Vidhi Bhalla,1,0,2,4143308.66,0,0.0,43.797165287481505,1
4933,Triveni Borah,1,0,0,0.0,1,0.0,0.0,1
4934,Zinal Rastogi,1,0,0,0.0,0,1.0,29.05812705774378,1
4935,Aarnav Mahajan,1,0,3,11165245.04,0,0.0,65.18571215756815,-1
4936,Bahadurjit Talwar,1,0,0,0.0,2,0.0,7.000792908036693,1
4937,Parth Swaminathan,1,0,0,0.0,1,0.0,0.0,1
4938,Ishwar Sahni,1,0,0,0.0,3,0.0,20.407339944972712,1
4939,Bhavna Malhotra,1,0,0,0.0,2,0.0,7.000792908036693,1
4940,Charvi Golla,1,0,1,442348.06,0,0.0,40.83415001744242,1
4941,Chakrika Sant,1,0,0,0.0,2,0.0,7.000792908036693,1
4942,Anya Sarkar,1,0,0,0.0,1,0.0,0.0,1
4943,Yoshita Konda,1,0,2,923249.56,0,0.0,45.7036805208715,1
4944,Mitali Nanda,1,0,0,0.0,1,0.0,0.0,1
4945,Aashi Modi,1,0,0,0.0,1,0.0,0.0,1
4946,Ekani Mutti,1,0,3,5255795.33,0,0.0,48.68753460021709,1
4947,Nimrat Chandran,1,0,0,0.0,0,0.0,5.259405546252918,1
4948,Gaurika Thakkar,1,0,0,0.0,1,0.0,0.0,1
4949,Isha Grewal,1,0,0,0.0,2,0.0,7.000792908036693,1
4950,Tara Sura,1,0,0,0.0,0,0.0,5.259405546252918,1
4951,Lipika Mane,1,0,0,0.0,2,0.0,7.000792908036693,1
4952,Dalaja Taneja,1,0,2,2466861.89,0,0.0,41.84822182000223,1
4953,Hemani Kumer,1,0,0,0.0,0,0.0,5.259405546252918,1
4954,Vanya Chadha,1,0,0,0.0,3,0.0,20.407339944972712,1
4955,Bhavini Varma,1,0,0,0.0,0,0.0,5.259405546252918,1
4956,Bhavna Bhat,1,0,3,2767749.75,0,0.0,50.436150574884586,1
4957,Wazir Goswami,1,0,0,0.0,0,0.0,5.259405546252918,1
4958,Harini Mistry,1,0,0,0.0,0,0.0,5.259405546252918,1
4959,Abha Bhattacharyya,1,0,0,0.0,1,0.0,0.0,1
4960,Anmol Dyal,1,0,0,0.0,1,0.0,0.0,1
4961,Edhitha Gala,1,0,0,0.0,1,0.0,0.0,1
4962,Ekansh Gopal,1,0,0,0.0,0,0.0,5.259405546252918,1
4963,Rachana Tank,1,0,0,0.0,0,1.0,29.05812705774378,1
4964,Bachittar More,1,0,1,0.0,0,1.0,56.65000660522548,-1
4965,Gaurang Suresh,1,0,0,0.0,1,1.0,21.477503289656326,1
4966,Simon Gill,1,0,0,0.0,2,1.0,32.74227984684854,1
4967,Hitesh Sastry,1,0,0,0.0,2,1.0,32.74227984684854,1
4968,Suhani Tank,1,0,0,0.0,2,0.0,7.000792908036693,1
4969,Chakradhar Tandon,1,0,0,0.0,0,0.0,5.259405546252918,1
4970,Baghyawati Sur,1,0,0,0.0,0,0.0,5.259405546252918,1
4971,Fiyaz Gopal,1,0,0,0.0,2,0.0,7.000792908036693,1
4972,Lila Bains,1,0,0,0.0,0,0.0,5.259405546252918,1
4973,Varenya Ram,1,0,1,4961213.49,0,0.0,54.95552110141395,-1
4974,Faraj Vyas,1,0,0,0.0,1,0.0,0.0,1
4975,Rajata Rajagopal,1,0,0,0.0,1,0.0,0.0,1
4976,Ishani Bassi,1,0,2,4678941.67,0,0.0,45.40373088231632,1
4977,Vyanjana Rai,1,0,0,0.0,3,0.0,20.407339944972712,1
4978,Mitali Kant,1,0,0,0.0,1,0.0,0.0,1
4979,Meghana Khosla,1,0,0,0.0,1,1.0,21.477503289656326,1
4980,Ryan Kalla,1,0,2,6362704.96,0,1.0,70.91885001369637,-1
4981,Unni Hari,1,0,0,0.0,0,0.0,5.259405546252918,1
4982,Amaira Sengupta,1,0,1,2239748.95,0,0.0,45.18350329988677,1
4983,Gautami Pandey,1,0,0,0.0,3,0.0,20.407339944972712,1
4984,Libni Bhat,1,0,0,0.0,0,0.0,5.259405546252918,1
4985,Yatin Bhargava,1,0,0,0.0,0,0.0,5.259405546252918,1
4986,Vidhi Bali,1,0,0,0.0,1,0.0,0.0,1
4987,Anika Bumb,1,1,0,0.0,0,0.0,64.01024603218627,-1
4988,Nicholas Kalla,1,0,0,0.0,2,0.0,7.000792908036693,1
4989,Manbir Prasad,1,0,3,5404517.17,1,0.0,42.049621972977874,1
4990,Chavvi Sarraf,1,0,3,3187759.35,1,0.0,43.22835538356334,1
4991,Ekani Salvi,1,0,1,2083883.89,1,0.0,36.316025650402345,1
4992,Abeer Sem,1,0,0,0.0,0,0.0,5.259405546252918,1
4993,Damini Savant,1,0,0,0.0,0,0.0,5.259405546252918,1
4994,Zaitra Choudhary,1,0,0,0.0,0,0.0,5.259405546252918,1
4995,Arya Ramachandran,1,0,0,0.0,0,0.0,5.259405546252918,1
4996,Nikita Panchal,1,0,0,0.0,3,0.0,20.407339944972712,1
4997,Chaaya Misra,1,0,0,0.0,4,0.0,48.107155657708,1
4998,Janya Chandran,1,0,0,0.0,2,0.0,7.000792908036693,1
4999,Krisha Bhagat,1,0,0,0.0,2,0.0,7.000792908036693,1
5000,Zayyan Andra,1,0,2,1097288.52,1,0.0,40.239841625152614,1
5001,Zansi Char,1,0,0,0.0,2,0.0,7.000792908036693,1
5002,Ansh Rajagopal,1,0,0,0.0,1,0.0,0.0,1
5003,Ekani Ravel,1,0,0,0.0,1,0.0,0.0,1
5004,Samar Manne,1,0,0,0.0,0,0.0,5.259405546252918,1
5005,Warda Prabhu,1,0,0,0.0,0,0.0,5.259405546252918,1
5006,Zinal Dube,1,0,0,0.0,0,0.0,5.259405546252918,1
5007,Gautami Padmanabhan,1,0,0,0.0,2,0.0,7.000792908036693,1
5008,Chandran Rege,1,0,2,8148706.39,1,0.0,49.69696926300152,1
5009,Saksham Chopra,1,0,0,0.0,3,0.0,20.407339944972712,1
5010,Urishilla Grover,1,0,0,0.0,1,0.0,0.0,1
5011,Lipika Murty,1,0,3,7523988.81,0,1.0,75.30136567640992,-1
5012,Odika Narayan,1,0,3,8763048.8,2,1.0,78.87745455259545,-1
5013,Nitara Bhatt,1,0,0,0.0,1,1.0,21.477503289656326,1
5014,Keya Chander,1,0,0,0.0,2,1.0,32.74227984684854,1
5015,Om Anand,1,0,0,0.0,2,1.0,32.74227984684854,1
5016,Jeremiah Raman,1,0,0,0.0,0,1.0,29.05812705774378,1
5017,Garima Subramaniam,1,0,0,0.0,1,1.0,21.477503289656326,1
5018,Teerth Joshi,1,0,0,0.0,2,1.0,32.74227984684854,1
5019,Jatin Borah,1,0,0,0.0,0,1.0,29.05812705774378,1
5020,Watika Chowdhury,1,0,0,0.0,1,1.0,21.477503289656326,1
5021,Isaiah Keer,1,0,1,885461.98,1,1.0,56.11385776287526,-1
5022,Owen Rege,1,0,0,0.0,0,1.0,29.05812705774378,1
5023,Ridhi Venkataraman,1,0,0,0.0,3,0.0,20.407339944972712,1
5024,Advay Kohli,1,0,1,6889003.8,4,1.0,84.0662061120788,-1
5025,Samuel Bhakta,1,0,0,0.0,2,1.0,32.74227984684854,1
5026,Vrinda Arora,1,0,3,3915405.89,1,0.0,41.86787445358861,1
5027,Theodore Deo,1,0,0,0.0,3,0.0,20.407339944972712,1
5028,Indali Korpal,1,0,0,0.0,0,0.0,5.259405546252918,1
5029,Veda Ganesh,1,0,0,0.0,1,0.0,0.0,1
5030,Chavvi Misra,1,0,3,5717948.9,2,0.0,50.83017713586779,1
5031,Jyoti Nazareth,1,0,0,0.0,3,1.0,52.82180552593389,1
5032,Harshil Grover,1,0,2,4054627.9,0,1.0,67.05636519234774,-1
5033,Kashish Basak,1,0,0,0.0,1,1.0,21.477503289656326,1
5034,Ishani Mahajan,1,0,0,0.0,1,0.0,0.0,1
5035,Hamsini Patel,1,0,0,0.0,0,0.0,5.259405546252918,1
5036,Warda Setty,1,0,0,0.0,2,0.0,7.000792908036693,1
5037,Daniel Sundaram,1,0,0,0.0,0,0.0,5.259405546252918,1
5038,Yamini Gade,1,0,0,0.0,0,0.0,5.259405546252918,1
5039,Jacob Koshy,1,0,1,1346624.42,1,0.0,34.80520686100542,1
5040,Harinakshi Narang,1,0,0,0.0,1,0.0,0.0,1
5041,Ekani Pillai,1,0,2,0.0,1,0.0,39.31340748297014,1
5042,Yashawini Rajagopalan,1,0,0,0.0,2,0.0,7.000792908036693,1
5043,Triya Dey,1,0,1,1683443.04,3,0.0,50.72640706091017,1
5044,Neelima Upadhyay,1,0,0,0.0,0,0.0,5.259405546252918,1
5045,Watika Borde,1,0,1,1792253.94,2,0.0,42.653887214269176,1
5046,Nandini Raghavan,1,0,0,0.0,1,0.0,0.0,1
5047,Deepa Mody,1,0,1,2963045.18,1,0.0,41.77632236762055,1
5048,Harita Muni,1,0,0,0.0,0,0.0,5.259405546252918,1
5049,Omisha Grover,1,1,0,0.0,2,0.0,67.20242353701552,-1
5050,Indali Mishra,1,0,0,0.0,0,0.0,5.259405546252918,1
5051,Dalaja Chanda,1,0,0,0.0,3,0.0,20.407339944972712,1
5052,Lucky Bahri,1,0,0,0.0,2,0.0,7.000792908036693,1
5053,Devansh Trivedi,1,0,0,0.0,1,0.0,0.0,1
5054,Charvi Char,1,0,0,0.0,3,0.0,20.407339944972712,1
5055,Qushi Dass,1,0,0,0.0,1,0.0,0.0,1
5056,Abhiram Parikh,1,0,1,3964488.32,1,0.0,44.68246347828171,1
5057,Indali Bose,1,0,0,0.0,1,0.0,0.0,1
5058,Samuel Chanda,1,0,0,0.0,3,0.0,20.407339944972712,1
5059,Veda Badami,1,0,0,0.0,0,0.0,5.259405546252918,1
5060,Lavanya Sandal,1,0,0,0.0,2,0.0,7.000792908036693,1
5061,Ranbir Mangal,1,0,0,0.0,1,0.0,0.0,1
5062,Dalbir Balasubramanian,1,0,0,0.0,2,0.0,7.000792908036693,1
5063,Bhanumati Palla,1,0,2,4119825.72,0,0.0,43.90035044885925,1
5064,Forum Ahluwalia,1,0,0,0.0,1,0.0,0.0,1
5065,Vidhi Vora,1,0,0,0.0,3,0.0,20.407339944972712,1
5066,Pallavi Uppal,1,0,0,0.0,5,0.0,63.81800661751681,-1
5067,Yoshita Bir,1,0,0,0.0,0,0.0,5.259405546252918,1
5068,Janani Varghese,1,0,2,5623198.76,0,0.0,47.06083031666024,1
5069,Manan Bhavsar,1,0,1,0.0,1,1.0,48.56336342647847,1
5070,Oviya Shah,1,0,1,2665534.11,0,1.0,64.65035847560807,-1
5071,Aachal Chand,1,0,0,0.0,1,1.0,21.477503289656326,1
5072,Ati Sathe,1,0,0,0.0,2,1.0,32.74227984684854,1
5073,Netra Tank,1,0,2,12555470.04,2,1.0,81.41298444685928,-1
5074,Vrinda Dhillon,1,0,0,0.0,0,0.0,5.259405546252918,1
5075,Manbir Ramakrishnan,1,0,1,10096321.44,4,0.0,78.22660535522837,-1
5076,Jeevika Kar,1,0,0,0.0,0,0.0,5.259405546252918,1
5077,Tamanna Sarna,1,0,0,0.0,1,0.0,0.0,1
5078,Indira Chhabra,1,0,0,0.0,2,0.0,7.000792908036693,1
5079,Tara Subramaniam,1,0,0,0.0,1,0.0,0.0,1
5080,Wishi Patla,1,0,0,0.0,1,0.0,0.0,1
5081,Harini Vala,1,0,0,0.0,1,0.0,0.0,1
5082,Divya Gole,1,0,0,0.0,0,0.0,5.259405546252918,1
5083,Varenya Brahmbhatt,1,0,1,1635273.38,0,0.0,42.26350048435205,1
5084,Saanvi Sathe,1,0,1,1656624.68,2,0.0,42.242215938215594,1
5085,Yashvi Divan,1,0,0,0.0,2,0.0,7.000792908036693,1
5086,Lakshit Cherian,1,0,0,0.0,0,0.0,5.259405546252918,1
5087,Leena Talwar,1,0,1,0.0,1,0.0,30.263092311856703,1
5088,Jyoti Chana,1,0,0,0.0,2,0.0,7.000792908036693,1
5089,Tanvi Parikh,1,0,0,0.0,1,0.0,0.0,1
5090,Balhaar Wagle,1,0,0,0.0,1,0.0,0.0,1
5091,Vritti Chauhan,1,0,0,0.0,0,0.0,5.259405546252918,1
5092,Meghana Boase,1,0,0,0.0,1,1.0,21.477503289656326,1
5093,Yamini Kothari,1,0,1,3285840.28,0,1.0,66.9511048677998,-1
5094,Ucchal Biswas,1,0,3,7525029.55,1,1.0,72.70741924706451,-1
5095,Harish Dara,1,0,2,39264.97,0,1.0,63.12530819474554,-1
5096,Yashodhara Saxena,1,0,0,0.0,0,1.0,29.05812705774378,1
5097,Wridesh Kakar,1,0,0,0.0,4,1.0,67.39595197567924,-1
5098,Advaith Char,1,0,0,0.0,1,0.0,0.0,1
5099,Pahal Chadha,1,0,0,0.0,1,0.0,0.0,1
5100,Mitesh Ramakrishnan,1,0,0,0.0,2,0.0,7.000792908036693,1
5101,Harish Rajagopalan,1,0,3,5732961.1,0,0.0,49.57199709019588,1
5102,Raksha Swaminathan,1,1,0,0.0,3,0.0,69.11970096091329,-1
5103,Ira Bali,1,0,0,0.0,0,0.0,5.259405546252918,1
5104,Pahal Badami,1,0,0,0.0,1,0.0,0.0,1
5105,Forum Pradhan,1,0,0,0.0,1,1.0,21.477503289656326,1
5106,Nathaniel Chaudry,1,0,0,0.0,2,1.0,32.74227984684854,1
5107,Finn Samra,1,0,0,0.0,1,1.0,21.477503289656326,1
5108,Jasmit Arya,1,0,3,7345002.74,1,1.0,72.39112927956734,-1
5109,Gavin Pillai,1,0,0,0.0,1,1.0,21.477503289656326,1
5110,Mugdha Bahri,1,0,0,0.0,0,1.0,29.05812705774378,1
5111,Dayita Balan,1,0,0,0.0,0,1.0,29.05812705774378,1
5112,Raksha Borde,1,0,0,0.0,2,1.0,32.74227984684854,1
5113,Chakrika Malhotra,1,0,0,0.0,0,1.0,29.05812705774378,1
5114,Bachittar Palan,1,0,2,6040353.0,2,0.0,46.265414962185446,1
5115,Keya Narayanan,1,0,0,0.0,2,0.0,7.000792908036693,1
5116,Upadhriti Narayan,1,0,0,0.0,0,0.0,5.259405546252918,1
5117,Netra Ganguly,1,0,0,0.0,1,0.0,0.0,1
5118,Amara Parikh,1,0,0,0.0,0,0.0,5.259405546252918,1
5119,Faris Mangal,1,0,0,0.0,0,0.0,5.259405546252918,1
5120,Lucky Naidu,1,0,0,0.0,0,0.0,5.259405546252918,1
5121,Jagvi Iyer,1,0,0,0.0,1,0.0,0.0,1
5122,Sneha Manne,1,0,0,0.0,1,0.0,0.0,1
5123,Yuvraj Natarajan,1,0,0,0.0,2,0.0,7.000792908036693,1
5124,Unnati Raj,1,0,0,0.0,1,0.0,0.0,1
5125,Nitara Yadav,1,0,0,0.0,2,0.0,7.000792908036693,1
5126,Falguni Shetty,1,0,0,0.0,0,0.0,5.259405546252918,1
5127,Pooja Divan,1,0,2,7602689.94,0,0.0,52.780419297942736,1
5128,Rachit Apte,1,0,0,0.0,1,0.0,0.0,1
5129,Prisha Parmer,1,0,0,0.0,0,0.0,5.259405546252918,1
5130,Yasti Ghosh,1,0,0,0.0,2,0.0,7.000792908036693,1
5131,Pahal Sahota,1,0,0,0.0,1,0.0,0.0,1
5132,Atharv Rout,1,0,0,0.0,1,0.0,0.0,1
5133,Yoshita Bhatia,1,0,0,0.0,2,0.0,7.000792908036693,1
5134,Nandini Mital,1,0,0,0.0,3,0.0,20.407339944972712,1
5135,Barkha Chakrabarti,1,0,0,0.0,1,0.0,0.0,1
5136,Tanish Barman,1,0,0,0.0,1,0.0,0.0,1
5137,Darpan Kota,1,0,0,0.0,0,0.0,5.259405546252918,1
5138,Onkar Kara,1,0,0,0.0,0,1.0,29.05812705774378,1
5139,Bhavna Thaker,1,0,0,0.0,1,1.0,21.477503289656326,1
5140,Aarav Anand,1,0,0,0.0,2,1.0,32.74227984684854,1
5141,Nathaniel Talwar,1,0,0,0.0,1,0.0,0.0,1
5142,Charvi Char,1,0,0,0.0,3,0.0,20.407339944972712,1
5143,Raksha Lall,1,0,0,0.0,3,0.0,20.407339944972712,1
5144,Urishilla Pall,1,0,2,10498389.48,3,1.0,82.03714652614715,-1
5145,Banjeet Sachar,1,0,0,0.0,2,1.0,32.74227984684854,1
5146,Daniel Ramanathan,1,0,3,26300652.03,3,1.0,95.1535911882877,-1
5147,Bhanumati Khurana,1,0,0,0.0,2,0.0,7.000792908036693,1
5148,Sanaya Samra,1,0,0,0.0,0,0.0,5.259405546252918,1
5149,Jasmit Kohli,1,0,0,0.0,1,0.0,0.0,1
5150,Hemal Luthra,1,0,0,0.0,1,0.0,0.0,1
5151,Harini Saini,1,0,0,0.0,0,0.0,5.259405546252918,1
5152,Warinder Bhalla,1,0,0,0.0,0,0.0,5.259405546252918,1
5153,Yachana Wadhwa,1,0,1,2400084.41,0,0.0,46.397420674285875,1
5154,Wakeeta Ramaswamy,1,0,0,0.0,0,0.0,5.259405546252918,1
5155,Kashish Sant,1,0,0,0.0,1,0.0,0.0,1
5156,Devika Agrawal,1,0,0,0.0,1,0.0,0.0,1
5157,Gayathri Brahmbhatt,1,0,1,2975240.58,3,0.0,55.67069308228689,-1
5158,Zilmil Nath,1,0,0,0.0,1,0.0,0.0,1
5159,Warinder Johal,1,0,0,0.0,2,0.0,7.000792908036693,1
5160,Mekhala Hegde,1,0,3,6827428.73,1,0.0,45.67710737428501,1
5161,Yahvi Sur,1,0,0,0.0,0,0.0,5.259405546252918,1
5162,Nandini Chacko,1,0,0,0.0,0,0.0,5.259405546252918,1
5163,Abhimanyu Sanghvi,1,0,0,0.0,2,0.0,7.000792908036693,1
5164,Aarini Ahluwalia,1,0,0,0.0,1,0.0,0.0,1
5165,Yashawini Narayanan,1,0,0,0.0,1,0.0,0.0,1
5166,Anvi Bhagat,1,0,0,0.0,0,1.0,29.05812705774378,1
5167,Priya Mitter,1,0,0,0.0,3,1.0,52.82180552593389,1
5168,Manya Sekhon,1,0,0,0.0,2,0.0,7.000792908036693,1
5169,Charan Ghosh,1,0,0,0.0,1,0.0,0.0,1
5170,Gaurangi Chaudhry,1,0,0,0.0,0,0.0,5.259405546252918,1
5171,Frado Sangha,1,0,0,0.0,0,0.0,5.259405546252918,1
5172,Benjamin Saini,1,0,0,0.0,2,0.0,7.000792908036693,1
5173,Advika Patla,1,0,3,1883750.37,0,0.0,53.03327420212443,-1
5174,Nathaniel Saini,1,0,0,0.0,1,0.0,0.0,1
5175,Hiral Rama,1,0,0,0.0,1,1.0,21.477503289656326,1
5176,Devansh Parsa,1,0,0,0.0,0,1.0,29.05812705774378,1
5177,Aachal Sharma,1,0,0,0.0,1,1.0,21.477503289656326,1
5178,Chaman Lad,1,0,0,0.0,0,0.0,5.259405546252918,1
5179,Maya Bandi,1,0,3,13377399.04,2,0.0,65.53088205404767,-1
5180,Patrick Thakkar,1,0,3,2438620.7,0,0.0,51.68298804175951,1
5181,Sudiksha Bose,1,0,0,0.0,4,0.0,48.107155657708,1
5182,Jalsa Batta,1,0,0,0.0,0,0.0,5.259405546252918,1
5183,Liam Nazareth,1,1,1,1431679.46,1,0.0,70.11680174196616,-1
5184,Caleb Bhardwaj,1,0,0,0.0,1,0.0,0.0,1
5185,Chaaya Swamy,1,0,0,0.0,0,1.0,29.05812705774378,1
5186,Unni Kalla,1,0,0,0.0,1,1.0,21.477503289656326,1
5187,Varsha Biswas,1,0,1,3362389.86,2,1.0,66.10811816951785,-1
5188,Raagini Sule,1,0,2,285491.12,1,1.0,58.24755107749509,-1
5189,Anjali Patil,1,0,0,0.0,1,1.0,21.477503289656326,1
5190,Bhavika Bail,1,1,0,0.0,1,1.0,64.01466179216706,-1
5191,Dhriti Sharma,1,1,0,0.0,1,1.0,64.01466179216706,-1
5192,Chavvi Agarwal,1,0,3,1373523.82,1,1.0,68.472027926271,-1
5193,Amaira Chakrabarti,1,0,0,0.0,0,0.0,5.259405546252918,1
5194,Unnati Venkatesh,1,0,0,0.0,0,0.0,5.259405546252918,1
5195,Warhi Murty,1,0,0,0.0,1,0.0,0.0,1
5196,Qadim Maharaj,1,0,1,2552658.74,2,0.0,46.581799480778855,1
5197,Shravya Kalita,1,0,0,0.0,2,1.0,32.74227984684854,1
5198,Qasim Chaudry,1,0,1,4249865.14,1,1.0,63.96447347404866,-1
5199,Neha Chaudry,1,0,0,0.0,1,1.0,21.477503289656326,1
5200,Ranveer Dewan,1,0,0,0.0,0,1.0,29.05812705774378,1
5201,Nidra Sundaram,1,0,2,1365975.87,1,0.0,39.617015506801664,1
5202,Ekantika Suri,1,0,0,0.0,1,0.0,0.0,1
5203,Vritti Chokshi,1,0,0,0.0,1,0.0,0.0,1
5204,Ridhi Merchant,1,0,0,0.0,1,0.0,0.0,1
5205,Orinder Shere,1,0,0,0.0,1,0.0,0.0,1
5206,Rajeshri Venkataraman,1,0,0,0.0,0,0.0,5.259405546252918,1
5207,Turvi Hayer,1,0,0,0.0,1,0.0,0.0,1
5208,Chaman Bajwa,1,0,0,0.0,2,0.0,7.000792908036693,1
5209,Janaki Mall,1,0,0,0.0,2,0.0,7.000792908036693,1
5210,Eta Sibal,1,0,0,0.0,0,0.0,5.259405546252918,1
5211,Tanvi Borra,1,0,0,0.0,0,0.0,5.259405546252918,1
5212,Nilima Konda,1,0,0,0.0,3,0.0,20.407339944972712,1
5213,Osha Agrawal,1,0,2,7031424.96,2,0.0,47.061300045544634,1
5214,Aarav Uppal,1,0,0,0.0,0,0.0,5.259405546252918,1
5215,Vanya Bhalla,1,0,0,0.0,2,0.0,7.000792908036693,1
5216,Nandini Mohanty,1,0,0,0.0,1,0.0,0.0,1
5217,Kamala Khurana,1,0,1,323698.11,1,0.0,32.71592892299993,1
5218,Mason Soman,1,0,3,5668712.12,1,0.0,42.32664722840609,1
5219,Nitara Lanka,1,0,3,4129083.05,0,0.0,48.059191241965486,1
5220,Onkar Lata,1,0,0,0.0,0,0.0,5.259405546252918,1
5221,Rachit Puri,1,0,0,0.0,2,0.0,7.000792908036693,1
5222,Hardik Tailor,1,0,0,0.0,0,0.0,5.259405546252918,1
5223,Girindra Krishna,1,0,0,0.0,0,0.0,5.259405546252918,1
5224,Abdul Brar,1,0,0,0.0,2,0.0,7.000792908036693,1
5225,Advaith Barad,1,0,3,13309765.28,2,0.0,64.99298446841865,-1
5226,Zaitra Kalla,1,0,0,0.0,2,1.0,32.74227984684854,1
5227,Aahana Sandal,1,0,0,0.0,0,1.0,29.05812705774378,1
5228,Vansha Gokhale,1,0,0,0.0,5,1.0,74.0505879061095,-1
5229,Ayushman Rattan,1,0,0,0.0,0,1.0,29.05812705774378,1
